,dong,Latitude,Longitude,fuel,num
0,송파구 장지동,37.4768715,127.1320663,electric,176
0,송파구 위례동,37.4812423,127.1415361,electric,295
0,송파구 잠실본동,37.5067945,127.0830482,electric,113
0,송파구 잠실2동,37.5148527,127.0802537,electric,198
0,송파구 잠실3동,37.5118963,127.0935043,electric,167
0,송파구 잠실4동,37.5205145,127.1085705,electric,163
0,송파구 잠실6동,37.5168801,127.1020217,electric,122
0,송파구 잠실7동,37.5084836,127.0747078,electric,41
0,강동구 강일동,37.5675265,127.1729313,electric,235
0,강동구 상일동,37.5511028,127.1696401,electric,77
0,강동구 상일제1동,37.55023,127.164711,electric,203
0,강동구 상일제2동,37.5516582,127.1774908,electric,34
0,강동구 명일1동,37.5512509,127.1442774,electric,93
0,강동구 명일2동,37.548477,127.1550737,electric,49
0,강동구 고덕1동,37.5601678,127.1506281,electric,150
0,강동구 고덕2동,37.563878,127.1631678,electric,156
0,강동구 암사1동,37.5516569,127.1348609,electric,99
0,강동구 암사2동,37.551706,127.1272054,electric,82
0,강동구 암사3동,37.5563445,127.1418149,electric,60
0,강동구 천호1동,37.5461393,127.1384097,electric,102
0,강동구 천호2동,37.5442183,127.1250153,electric,82
0,강동구 천호3동,37.5361047,127.1331009,electric,97
0,강동구 성내1동,37.5290698,127.1256438,electric,99
0,강동구 성내2동,37.5344856,127.1279314,electric,120
0,강동구 성내3동,37.5284511,127.1337614,electric,71
0,강동구 길동,37.5396157,127.1459293,electric,376
0,강동구 둔촌1동,37.5228859,127.140539,electric,13
0,강동구 둔촌2동,37.5314522,127.1467148,electric,73
