,연면적,지상층수,경도,위도
0,4985.0,25.0,127.03006814980414,37.556846644765145
0,17415.0,23.0,127.02639525390562,37.56157608485714
0,12376.0,23.0,127.03584381865673,37.553038382515865
0,8890.0,23.0,127.03617218452078,37.553881646350156
0,8833.0,23.0,127.0364261178972,37.55465323231444
0,8632.0,23.0,127.03589846051112,37.55592365495085
0,3174.0,21.0,127.03502685381467,37.55583406576597
0,12047.0,23.0,127.03692730231643,37.55520789512724
0,8776.0,23.0,127.03643604350005,37.55354816354708
0,6326.0,21.0,127.03536141709536,37.55588643424476
0,8808.0,22.0,127.034981847256,37.555527356082784
0,8808.0,22.0,127.03633509276747,37.55510115039679
0,9606.0,24.0,127.03690914874767,37.55471395579636
0,6296.0,24.0,127.03739024941004,37.55470775344225
0,8808.0,22.0,127.03581084140157,37.55545895287174
0,9144.0,23.0,127.03565192290161,37.5534590908584
0,6275.0,23.0,127.0363425064877,37.553136696093546
0,9144.0,23.0,127.03559321926845,37.55385255819401
0,6501.0,22.0,127.03586165460594,37.55438837261309
0,6501.0,22.0,127.03538975903993,37.55435264619547
0,9633.0,24.0,127.03636744735951,37.555609444576895
0,13623.0,21.0,127.02675019303196,37.56299393138908
0,10026.0,27.0,127.03522407425926,37.564202315137
0,37003.0,27.0,127.0346314742388,37.56427070749269
0,10037.0,25.0,127.02842659905944,37.55616640257479
0,7564.0,22.0,127.02543534916991,37.561416261790214
0,9587.0,25.0,127.03717981105963,37.55329888105958
0,12330.0,24.0,127.03671152667107,37.5542443944672
0,6346.0,21.0,127.03539046490245,37.55508101960438
0,12023.0,23.0,127.03594587210893,37.55263248323241
0,7251.0,24.0,127.0358443219052,37.55511906119961
0,11474.0,25.0,127.03014780171681,37.55566052530712
0,9574.0,24.0,127.02743752654875,37.55534282674774
0,9971.0,25.0,127.02908532764147,37.55612969722426
0,10349.0,25.0,127.02958672259231,37.55546722808134
0,9373.0,25.0,127.03700455377451,37.55265586319844
0,105800.0,15.0,126.93852489745576,37.56081248877676
0,13962.0,24.0,127.0253682605659,37.56100254857532
0,16831.0,23.0,127.03499329341433,37.56459013049236
0,10484.0,25.0,127.02740596233635,37.5548243556192
0,10037.0,25.0,127.02763243691504,37.55587991634626
0,11665.0,21.0,127.03080925044544,37.555439668591454
0,30584.0,21.0,126.88813993026976,37.51698966681744
0,9982.0,22.0,127.09942894970719,37.50628148874024
0,91287.0,38.0,126.92667550173738,37.525379563284986
0,6682.0,23.0,127.03936995123935,37.56537260077979
0,15475.0,23.0,127.03901716562112,37.5654144013815
0,6724.0,25.0,126.85933747762695,37.49156810295123
0,15159.0,22.0,126.84742845520198,37.49736247198136
0,78043.0,29.0,126.92556024856074,37.52561104093443
0,161532.0,56.0,126.92534041573086,37.52460151336539
0,90010.0,32.0,126.92606793634931,37.52592547140895
0,14006.0,25.0,127.02957207340341,37.56951021633979
0,9470.0,24.0,127.04040220142808,37.56614004338963
0,4433.0,23.0,127.0471204808978,37.550132749449276
0,58968.0,32.0,126.89140005142522,37.57710472367723
0,8596.0,28.0,127.04249781174018,37.56931735498726
0,8596.0,28.0,127.04214275333935,37.56947881492699
0,11672.0,28.0,127.04356072660782,37.569808882584375
0,11587.0,28.0,127.04309711310023,37.569148224706275
0,8596.0,28.0,127.04262720119686,37.569020869749146
0,8833.0,28.0,127.04174346599102,37.56943957223307
0,8833.0,28.0,127.0419940496011,37.56977951558724
0,8893.0,28.0,127.04228986989844,37.570105589124665
0,10965.0,28.0,127.04287952556133,37.57005952691424
0,11587.0,28.0,127.04299607264909,37.56958596356955
0,8630.0,22.0,127.04275984118898,37.56862980144599
0,4570.0,22.0,127.03844872501999,37.56723552979104
0,5935.0,22.0,127.03887323349876,37.56655993925656
0,141551.0,38.0,127.03761702411086,37.50213328714733
0,9718.0,24.0,127.07024243660237,37.5555452123893
0,15923.0,25.0,127.07072084136249,37.555722215032795
0,17545.0,24.0,127.07082904402229,37.55614043842582
0,13470.0,23.0,127.01030813208371,37.60418133933548
0,91674.0,36.0,126.92499931360413,37.49052784238113
0,139530.0,15.0,127.01610189057908,37.54905571192207
0,9404.0,22.0,127.02095909245469,37.54615387927371
0,11982.0,24.0,127.02139261919511,37.54664854395463
0,10656.0,25.0,127.04595434001223,37.54038603524256
0,9648.0,21.0,127.02224459709886,37.54676216610011
0,4418.0,21.0,127.02065639397118,37.546518387558535
0,7792.0,24.0,127.02041413139574,37.54632183258243
0,9062.0,21.0,127.01685349401804,37.54024768516372
0,139530.0,13.0,127.01777193717975,37.549585206112475
0,139530.0,15.0,127.01698029439639,37.5490638367257
0,139530.0,13.0,127.01782351179259,37.549150298888826
0,8942.0,23.0,127.0465682337632,37.54930398824606
0,139530.0,15.0,127.01580108583232,37.54947452916169
0,9199.0,24.0,127.01958066275873,37.54598564944573
0,9199.0,24.0,127.01920231556564,37.54633029801315
0,7792.0,24.0,127.0187146866925,37.54604774464715
0,9199.0,24.0,127.01842955392581,37.545786351255444
0,10375.0,24.0,127.01820558811768,37.545463348124066
0,9199.0,24.0,127.01910380713244,37.54563822876241
0,9802.0,24.0,127.01983263325424,37.54640127889097
0,139530.0,15.0,127.01548121602255,37.54982465533159
0,12361.0,24.0,127.01688416234771,37.54680506321225
0,139530.0,15.0,127.01644493805853,37.5493562301632
0,139530.0,15.0,127.01695684135775,37.54955269311391
0,9375.0,23.0,127.04795318067423,37.5480346301843
0,8925.0,22.0,127.04810487518725,37.54762939058152
0,6831.0,23.0,127.04696864092169,37.54918492526145
0,9338.0,22.0,127.04729092445758,37.54784271687469
0,9133.0,23.0,127.0471791071206,37.549485095276125
0,31896.0,24.0,126.97662168464306,37.568212168043935
0,10931.0,27.0,127.0870688451696,37.514635050473615
0,10261.0,27.0,127.08977304098228,37.51394533678013
0,8808.0,30.0,127.09025374373252,37.512149091390064
0,11449.0,27.0,127.09009014252078,37.508989545585834
0,9346.0,24.0,127.0442322953557,37.540500546414584
0,9145.0,23.0,127.04530450120471,37.540419018624576
0,15922.0,22.0,127.04530998500431,37.53999568329831
0,9145.0,23.0,127.0966054843594,37.54182531617388
0,6797.0,25.0,127.0980719321496,37.54272778798326
0,21739.0,23.0,127.09625191063803,37.54233379299768
0,76973.0,22.0,126.98241884102067,37.57111011073282
0,170841.0,45.0,127.04237509746496,37.54573637135962
0,128894.0,39.0,126.92643514044927,37.52026553198036
0,100496.0,31.0,127.05185582388594,37.4869156377999
0,196644.0,20.0,126.897580907112,37.51474673464309
0,8361.0,25.0,127.0564806899047,37.54792735180062
0,10722.0,22.0,127.05727318028634,37.54728114859627
0,11072.0,21.0,127.05664747825865,37.54576728780869
0,10218.0,25.0,127.05567872689033,37.54651541960674
0,5318.0,25.0,127.05610836972238,37.547359459018715
0,11082.0,25.0,127.05583993891318,37.54611226521704
0,4742.0,24.0,127.05681622283845,37.54714148794636
0,13472.0,25.0,127.05636548276405,37.54633352728797
0,13413.0,25.0,127.05657591249958,37.54749675218056
0,12183.0,25.0,127.05606160134793,37.54560693883586
0,11568.0,25.0,127.0554881268116,37.54582296134096
0,139530.0,15.0,127.0164272171448,37.551342049856736
0,139530.0,15.0,127.01632964214697,37.550366543785
0,139530.0,15.0,127.01566930879616,37.55107021120917
0,139530.0,15.0,127.01551778345244,37.550344323876544
0,139530.0,15.0,127.01592362871767,37.550586285643
0,29358.0,21.0,127.05485431758036,37.5352350875441
0,7437.0,21.0,127.05232173014251,37.541642086202984
0,15148.0,24.0,127.05154665399438,37.541522507818456
0,9306.0,21.0,127.05268352996931,37.54139685739338
0,18033.0,29.0,127.05194361726724,37.54122284403195
0,14365.0,25.0,126.86760377063423,37.54695415433663
0,316160.0,9.0,126.80356390657282,37.56334063041559
0,94613.0,55.0,127.05500669311633,37.48993177289184
0,14085.0,29.0,127.01079991003144,37.50747547831827
0,24513.0,24.0,126.85731187478221,37.49457936516943
0,9028.0,22.0,127.02164530535197,37.550696765421286
0,8664.0,22.0,127.02169520029598,37.55031795718037
0,139530.0,15.0,127.0163607979713,37.54986947945092
0,139530.0,15.0,127.01597020661296,37.55008838298236
0,139530.0,15.0,127.01641242070363,37.55084354775084
0,6631.0,22.0,127.03194875495475,37.58344443066275
0,13204.0,23.0,127.02314558219209,37.5586388824925
0,20910.0,23.0,127.02331204016888,37.55807205236602
0,17010.0,34.0,127.14220399462421,37.55677712137866
0,6687.0,25.0,127.07078473618954,37.53089560289741
0,9235.0,24.0,127.10140041414019,37.54393834750368
0,9971.0,25.0,127.10151452459974,37.54476902996916
0,22469.0,22.0,127.0725962846744,37.55101298651362
0,63778.0,50.0,127.07289976301526,37.53700292060207
0,213035.0,24.0,127.0962371517586,37.53782851557028
0,18681.0,23.0,127.10881495909834,37.54743879920577
0,9319.0,22.0,127.09380655761866,37.5377067589947
0,10646.0,26.0,127.0976738092887,37.53795481760511
0,8106.0,23.0,127.0655803024367,37.54430008063754
0,12684.0,30.0,127.0982091784058,37.53800717397017
0,126765.0,43.0,126.96893167854923,37.52512957360607
0,213035.0,27.0,127.09635084910603,37.538468205421616
0,27730.0,24.0,127.10096270848315,37.542437245343244
0,16746.0,22.0,127.02506613243635,37.49868209553307
0,12728.0,24.0,127.06621935985466,37.53238028251542
0,132792.0,23.0,126.97376807147116,37.55550525141768
0,12048.0,29.0,127.09715113163533,37.536509534691966
0,7466.0,25.0,127.10201340317198,37.543855314518616
0,6579.0,23.0,127.08953330056616,37.51107836033326
0,9492.0,33.0,127.09181611868107,37.51242902659468
0,9971.0,25.0,127.10092361499332,37.544017313818
0,6316.0,29.0,127.08572360481146,37.514506597848765
0,14460.0,29.0,127.09710280167589,37.53744775603772
0,11447.0,28.0,127.09825837838832,37.53746366822783
0,12220.0,29.0,127.09409977212886,37.50922642943758
0,24186.0,24.0,127.06552462915396,37.532698072873885
0,23761.0,23.0,127.08344526922511,37.52857786749451
0,27326.0,23.0,127.08357319772665,37.52788800639462
0,8272.0,21.0,127.09292226432599,37.535353138849466
0,7445.0,25.0,127.10120239793345,37.54354392652583
0,213035.0,23.0,127.09711292156298,37.5385796810404
0,213035.0,24.0,127.09647191357193,37.53903961736814
0,213035.0,24.0,127.09569506526819,37.537366729066726
0,9895.0,25.0,127.08165361554882,37.52795750930197
0,4390.0,22.0,127.10081868586501,37.54363309230326
0,8128.0,25.0,127.10056451042625,37.54416941368593
0,107508.0,24.0,127.01782067843196,37.48473699178694
0,11671.0,23.0,127.09506377579322,37.54268707138297
0,11084.0,22.0,127.09544218130596,37.54235598742342
0,17167.0,22.0,126.9071802935069,37.48704848923369
0,16544.0,21.0,127.09270959657846,37.534810272541634
0,81969.0,21.0,126.88997963167886,37.575711404212136
0,59988.0,22.0,126.90694845085783,37.48790184767924
0,138776.0,33.0,127.06076938543072,37.50925375341372
0,70674.0,58.0,127.07229273757508,37.5381076124491
0,11873.0,23.0,126.93180846335478,37.5442075978104
0,8054.0,25.0,127.1022935393602,37.544597153598744
0,8474.0,21.0,127.09839391519527,37.5408125161351
0,10865.0,33.0,127.08520740170901,37.51525332425301
0,12973.0,30.0,127.1398125972971,37.55409923119245
0,11803.0,29.0,127.08988630001396,37.512471876007865
0,22034.0,21.0,127.10338059771541,37.54483976670806
0,66697.0,37.0,126.93860125421989,37.51945057310472
0,6263.0,25.0,127.07049741561512,37.5312808234964
0,10046.0,24.0,127.09775823485487,37.54287189419494
0,22791.0,25.0,127.06912498276004,37.53553473079276
0,19620.0,25.0,127.09996020211553,37.542071339167606
0,8720.0,24.0,127.097769793585,37.54206575796283
0,213035.0,24.0,127.0956778429897,37.53824193547442
0,6277.0,25.0,127.10200178059233,37.544726750769215
0,110660.0,34.0,127.02571443494756,37.49674490499385
0,23387.0,25.0,127.0846868617304,37.52805641228811
0,5658.0,23.0,127.06591215085959,37.54442327327432
0,11229.0,22.0,127.07470008220356,37.536500596497014
0,14068.0,21.0,127.08640276736472,37.56909685813048
0,13084.0,24.0,127.07964663302383,37.57120654716003
0,6076.0,23.0,127.086387000989,37.568595986723736
0,14944.0,30.0,127.09878828472657,37.537966273482574
0,213035.0,27.0,127.09572945706896,37.53774191890316
0,23182.0,22.0,127.07008731927918,37.535642119235696
0,9574.0,24.0,127.10175996366216,37.54337019156109
0,47364.0,35.0,127.07344602636581,37.5377130411686
0,11459.0,27.0,127.09879791679055,37.53753362685663
0,213035.0,27.0,127.09565241667424,37.538986736464956
0,14779.0,25.0,127.09938029975112,37.54179635017613
0,8106.0,23.0,127.06582468233498,37.54472949971065
0,12925.0,22.0,126.94310443258793,37.49201957327491
0,8871.0,30.0,127.09755837763467,37.53742832310699
0,10453.0,21.0,127.10273656252784,37.545069639633574
0,6687.0,25.0,127.07030812671826,37.531019616210706
0,82434.0,30.0,126.97290592473267,37.551636611418175
0,17743.0,25.0,127.09469024218274,37.538135006270714
0,8474.0,21.0,127.09974302794507,37.54114717871603
0,4366.0,22.0,127.07519741187562,37.53640454053856
0,11436.0,27.0,127.11989470590126,37.50241405833525
0,8576.0,30.0,127.09218143720759,37.511237658470755
0,10034.0,24.0,127.09711647412897,37.53959387977628
0,213035.0,27.0,127.0964393877698,37.53961801689633
0,4771.0,23.0,127.09686350809005,37.54205119427268
0,213035.0,27.0,127.09577471628602,37.53859717962442
0,16895.0,25.0,127.06837175496136,37.53639597124337
0,20394.0,21.0,126.94320002555247,37.55756356764604
0,9178.0,23.0,127.10105910799334,37.54447888634159
0,84165.0,37.0,126.92393089250695,37.490429399929226
0,35990.0,24.0,127.10302244549227,37.51521874159503
0,12684.0,30.0,127.09703619129947,37.536994649819775
0,213035.0,27.0,127.09713876863546,37.539096676008356
0,11647.0,29.0,127.09650839468966,37.53695672138123
0,11459.0,27.0,127.09717317993011,37.536135973680786
0,8764.0,25.0,127.09795535889656,37.54240533551377
0,8582.0,25.0,127.10214971676876,37.54416163893877
0,9968.0,21.0,127.06673356220638,37.53330177395888
0,11714.0,23.0,127.06886238531852,37.532611805191806
0,14266.0,23.0,127.06944364437378,37.53207435874088
0,39743.0,24.0,127.08256626940859,37.537314137569325
0,7285.0,23.0,127.0895862076853,37.529925458802886
0,7290.0,23.0,127.09011486940332,37.529946271053284
0,14242.0,22.0,127.06699621774077,37.532944167464315
0,11516.0,21.0,126.95676711820764,37.538734557295406
0,70144.0,23.0,126.88922873681129,37.576195774103425
0,11060.0,22.0,127.09898122812471,37.50619120960013
0,9894.0,23.0,127.06571362980578,37.604106996097904
0,7398.0,23.0,127.06461825886582,37.60436882932219
0,7037.0,25.0,127.0681894561134,37.60073539640521
0,10422.0,23.0,127.0639180202178,37.60385479811443
0,9623.0,21.0,127.0637333814284,37.60492899778754
0,10517.0,22.0,127.06786063546174,37.601719963876214
0,3893.0,25.0,127.06792419556383,37.601041068134336
0,6340.0,22.0,127.06936946519993,37.601778592504196
0,4605.0,22.0,127.0652061565927,37.60523157154106
0,8420.0,22.0,127.06555952399249,37.60509508429552
